Transaction ID,Date Initiated,Date Posted,Transaction Type,Payment Method,Recipient ID,Amount,HIT ID,Assignment ID
34PXQBSK21F8UAPA4R62MYPV4SNKMF,2019-07-23 18:24:37 -0700,2019-07-24 00:16:20 -0700,AssignmentPayment,,A36XG2BJZH6ZKJ,-1.500,3P6ENY9P79GZTAQHJL8314FIJZLHIV,3PMBY0YE28NINLKSJ2TQ24FN6AX9CO
3OCPVFXLSENKK56XFERS4S3YYJXG74,2019-07-23 18:24:37 -0700,2019-07-24 00:57:29 -0700,FeePayment,,Mechanical Turk,-0.300,3P6ENY9P79GZTAQHJL8314FIJZLHIV,3PMBY0YE28NINLKSJ2TQ24FN6AX9CO
3WAP3115DRY65UV1C2OPY2XYZEPCLT,2019-07-23 18:24:37 -0700,2019-07-24 02:54:08 -0700,AssignmentPayment,,A2UVJMJV1EOH9X,-1.500,3P6ENY9P79GZTAQHJL8314FIJZLHIV,3QL2OFSM9723CNOMKCCVK5A7BY7CNH
3HPL6QLTCSEMNQMAD6AC61M4FP186I,2019-07-23 18:24:37 -0700,2019-07-24 00:57:29 -0700,FeePayment,,Mechanical Turk,-0.300,3P6ENY9P79GZTAQHJL8314FIJZLHIV,3QL2OFSM9723CNOMKCCVK5A7BY7CNH
3O8BQTJ28WHRN7T11R8YTQI18U5JI1,2019-07-23 18:24:37 -0700,2019-07-24 01:20:00 -0700,AssignmentPayment,,AAUXQDLH9Z1YS,-1.500,3ZXV7Q5FJB8O2BDBWLOHNG5AQFOCFQ,3IAS3U3I0G0ODW7NKTIGHX1RIIM2BF
30OMH6SZ1A7W5M9F2IIK9QR6S2DF31,2019-07-23 18:24:37 -0700,2019-07-24 00:57:29 -0700,FeePayment,,Mechanical Turk,-0.300,3ZXV7Q5FJB8O2BDBWLOHNG5AQFOCFQ,3IAS3U3I0G0ODW7NKTIGHX1RIIM2BF
3RYGCX8FHPO3J7C8LPOIZ7F4UVFE6I,2019-07-23 18:24:37 -0700,2019-07-24 02:04:54 -0700,AssignmentPayment,,A191S6OYAK1N2Q,-1.500,3P6ENY9P79GZTAQHJL8314FIJZLHIV,3SNVL38CI5C24H3JNZKFSDT3H32CKC
3S2LMS37XX7FNE34AMJOHS8BVIZ9R8,2019-07-23 18:24:37 -0700,2019-07-24 00:57:29 -0700,FeePayment,,Mechanical Turk,-0.300,3P6ENY9P79GZTAQHJL8314FIJZLHIV,3SNVL38CI5C24H3JNZKFSDT3H32CKC
374XSLA0YKV64OQ4CD1GWPVICJOEUZ,2019-07-25 15:22:10 -0700,2019-07-25 15:22:10 -0700,Prepayment,Visa (last 4 digits: 4989),A2JDJL3FQ56GO1,50.000,,
30SBDCIHXSV5MCKWNHDQFDY4EGB71S,2019-07-25 15:40:22 -0700,2019-07-25 15:40:22 -0700,Prepayment,Visa (last 4 digits: 4989),A2JDJL3FQ56GO1,100.000,,
3SK8BLWOWOX5AEZV771QJVFNJBCUUE,2019-07-25 07:15:05 -0700,2019-07-25 12:50:47 -0700,AssignmentPayment,,A2QDDLYUVVCB6J,-1.500,3BS6ERDL93R2OAQEVOGODGAFIISD6N,3Q8GYXHFEQMZMYIGGCG9QOALLJJC5G
3KX323Y34V3OCNFH0TUGMYKH21DQFF,2019-07-25 07:15:05 -0700,2019-07-25 14:37:35 -0700,FeePayment,,Mechanical Turk,-0.300,3BS6ERDL93R2OAQEVOGODGAFIISD6N,3Q8GYXHFEQMZMYIGGCG9QOALLJJC5G
3QA9KECZ2BM75JJBNXMZAKSURPQGT9,2019-07-25 07:15:06 -0700,2019-07-25 13:12:04 -0700,AssignmentPayment,,A2CA2CUWD2BH07,-1.500,3BS6ERDL93R2OAQEVOGODGAFIISD6N,34HJIJKLP6GDPOKGTOS4BOSW5TR4VM
3CMQQWLJ0WWSC852009FKBA0MLXCEE,2019-07-25 07:15:06 -0700,2019-07-25 14:37:35 -0700,FeePayment,,Mechanical Turk,-0.300,3BS6ERDL93R2OAQEVOGODGAFIISD6N,34HJIJKLP6GDPOKGTOS4BOSW5TR4VM
3SZBSUNOBBQU8S6W3YKCCFI8020LX3,2019-07-25 07:15:06 -0700,2019-07-25 12:05:06 -0700,AssignmentPayment,,A1M40RACC8SUOX,-1.500,3BS6ERDL93R2OAQEVOGODGAFIISD6N,340UGXU9DZLC6MEV8UJMOSQQ592UVT
3KRSA43Y749V9LI4IBD7GH58R69HI1,2019-07-25 07:15:06 -0700,2019-07-25 14:37:35 -0700,FeePayment,,Mechanical Turk,-0.300,3BS6ERDL93R2OAQEVOGODGAFIISD6N,340UGXU9DZLC6MEV8UJMOSQQ592UVT
3S2W4733O3UJDN6B4G8X90YJ82YLZ0,2019-07-25 07:15:06 -0700,2019-07-25 12:00:03 -0700,AssignmentPayment,,A3UF6XXFFRR237,-1.500,36QZ6V1589XTSAZXOW9GOLAVM7KSUY,3YT88D1N09IERH70U69EZAP9BVL3KB
3YAG3J0WRI5MFG8SIEYJTXKLJAYHKC,2019-07-25 07:15:06 -0700,2019-07-25 14:37:35 -0700,FeePayment,,Mechanical Turk,-0.300,36QZ6V1589XTSAZXOW9GOLAVM7KSUY,3YT88D1N09IERH70U69EZAP9BVL3KB
3YWII3UHIOMIHHNH7RUCFE0EUQKROU,2019-07-25 07:15:06 -0700,2019-07-25 14:14:33 -0700,AssignmentPayment,,A30FIJIJ2IJPAD,-1.500,3BS6ERDL93R2OAQEVOGODGAFIISD6N,3634BBTX0PEI1YX5EYP4N3ZTNK2IFW
3BQ5HQHBE7GU8GBCHF278831USVN9X,2019-07-25 07:15:06 -0700,2019-07-25 14:37:35 -0700,FeePayment,,Mechanical Turk,-0.300,3BS6ERDL93R2OAQEVOGODGAFIISD6N,3634BBTX0PEI1YX5EYP4N3ZTNK2IFW
3NAWBOH094CI2IO027GR1J0K4RNUWD,2019-07-25 07:15:06 -0700,2019-07-25 11:29:35 -0700,AssignmentPayment,,A1CBXN2AK2G1EB,-1.500,3BS6ERDL93R2OAQEVOGODGAFIISD6N,3V0Z7YWSIZK3MA5TPA9GI9VYMKB2VF
3ZK7GMMWJS18QJ6NVJIGPJWUIGQQHD,2019-07-25 07:15:06 -0700,2019-07-25 14:37:35 -0700,FeePayment,,Mechanical Turk,-0.300,3BS6ERDL93R2OAQEVOGODGAFIISD6N,3V0Z7YWSIZK3MA5TPA9GI9VYMKB2VF
3RRFY9VRDV3VLODJR2COJ2KJAK8CKQ,2019-07-25 07:15:06 -0700,2019-07-25 13:04:47 -0700,AssignmentPayment,,ATN07GFZ7CKKU,-1.500,36QZ6V1589XTSAZXOW9GOLAVM7KSUY,3TDXMTX3CCEMI54UD5M0TXMGTIA6IL
3P6JKJLMN7WQ4MMW8N07EV84J1E854,2019-07-25 07:15:06 -0700,2019-07-25 14:37:35 -0700,FeePayment,,Mechanical Turk,-0.300,36QZ6V1589XTSAZXOW9GOLAVM7KSUY,3TDXMTX3CCEMI54UD5M0TXMGTIA6IL
3IRAYSSUOVXT7C3ZF9ZJMPOCNU12LD,2019-07-25 07:15:06 -0700,2019-07-25 13:55:00 -0700,AssignmentPayment,,A1PLQGQ95NICAF,-1.500,36QZ6V1589XTSAZXOW9GOLAVM7KSUY,3ZSY5X72NYVP0ADH3O23OP9Y1ENORW
3VZ9UJQSTQ812WDSQA865EA68BSY6O,2019-07-25 07:15:06 -0700,2019-07-25 14:37:35 -0700,FeePayment,,Mechanical Turk,-0.300,36QZ6V1589XTSAZXOW9GOLAVM7KSUY,3ZSY5X72NYVP0ADH3O23OP9Y1ENORW
3FRWC3RKV9Y830D1KGL59OGU4RRPA0,2019-07-25 07:15:07 -0700,2019-07-25 12:51:40 -0700,AssignmentPayment,,AE8D7P8L2WSNG,-1.500,36QZ6V1589XTSAZXOW9GOLAVM7KSUY,3Y5140Z9DY0USBMZS1L9ZXDXON8IPB
3XP1SL4QSSORXH3CN3FN8YBURP8KV4,2019-07-25 07:15:07 -0700,2019-07-25 14:37:35 -0700,FeePayment,,Mechanical Turk,-0.300,36QZ6V1589XTSAZXOW9GOLAVM7KSUY,3Y5140Z9DY0USBMZS1L9ZXDXON8IPB
3W5Z8EFKEO2MIBN0SSMEB2GFOA6GVP,2019-07-25 07:15:07 -0700,2019-07-25 14:36:39 -0700,AssignmentPayment,,A2HTAZR4WIGMCA,-1.500,36QZ6V1589XTSAZXOW9GOLAVM7KSUY,3PMBY0YE28NINLKSJ2TQ24FN7F1C96
3Q1DUA47TBTQWM1T6VZ3KEVCZ1CCGV,2019-07-25 07:15:07 -0700,2019-07-25 14:37:35 -0700,FeePayment,,Mechanical Turk,-0.300,36QZ6V1589XTSAZXOW9GOLAVM7KSUY,3PMBY0YE28NINLKSJ2TQ24FN7F1C96
3MTZBZRXU3FEM0SVS7NWZND04LEGXS,2019-07-25 07:15:07 -0700,2019-07-25 13:23:12 -0700,AssignmentPayment,,AHEEMGVMGEMEQ,-1.500,3CMIQF80GNAWDJUJ0AM8DFHE1XHQ65,30LB5CDZNDUDZK7PBKU5KRFFCSQ0ZB
3D5RDYXMQ9D4SD7OWJZ65Q8SEE4CIN,2019-07-25 07:15:07 -0700,2019-07-25 14:37:35 -0700,FeePayment,,Mechanical Turk,-0.300,3CMIQF80GNAWDJUJ0AM8DFHE1XHQ65,30LB5CDZNDUDZK7PBKU5KRFFCSQ0ZB
3WGWEU0C8CML2T0XM4MG4JVE9R2RQ2,2019-07-25 07:15:07 -0700,2019-07-25 13:18:40 -0700,AssignmentPayment,,AC1VR0OO1GIN9,-1.500,36QZ6V1589XTSAZXOW9GOLAVM7KSUY,3G5W44VEU82FLTJOPLGYI4EIG1KGKT
3IX1RTVQ1BUDW9Q9FZG3ZEYRISYNB7,2019-07-25 07:15:07 -0700,2019-07-25 14:37:35 -0700,FeePayment,,Mechanical Turk,-0.300,36QZ6V1589XTSAZXOW9GOLAVM7KSUY,3G5W44VEU82FLTJOPLGYI4EIG1KGKT
3BAZW0UGOH4MRNJ0H8YFMGL0FZNUYC,2019-07-25 07:15:07 -0700,2019-07-25 14:32:49 -0700,AssignmentPayment,,A2CBMTQZ2AF301,-1.500,36QZ6V1589XTSAZXOW9GOLAVM7KSUY,3I7DHKZYGOK6PA2Q7E6AYUVOHV3F5J
33YQ4F1THCF4HP1DJJL11WC9V8UQJI,2019-07-25 07:15:07 -0700,2019-07-25 14:37:35 -0700,FeePayment,,Mechanical Turk,-0.300,36QZ6V1589XTSAZXOW9GOLAVM7KSUY,3I7DHKZYGOK6PA2Q7E6AYUVOHV3F5J
3GTJSA5AID4Q5T20VHDFSAZU8ZHYC7,2019-07-25 07:15:07 -0700,2019-07-25 13:01:38 -0700,AssignmentPayment,,ATDLGSQ11C6OF,-1.500,36QZ6V1589XTSAZXOW9GOLAVM7KSUY,3D4CH1LGEBDV4X0XLOP9SV0246J9G0
3YEUYAA9LKUI4PYUHRUXXAVBQD9TXO,2019-07-25 07:15:07 -0700,2019-07-25 14:37:35 -0700,FeePayment,,Mechanical Turk,-0.300,36QZ6V1589XTSAZXOW9GOLAVM7KSUY,3D4CH1LGEBDV4X0XLOP9SV0246J9G0
3B67WC6QF1SJVC6KRMFYZHS1SP12NF,2019-07-25 07:15:07 -0700,2019-07-25 12:17:56 -0700,AssignmentPayment,,A2BRZKFG6WAVER,-1.500,36QZ6V1589XTSAZXOW9GOLAVM7KSUY,3W92K5RLWV1VL7OG7TBEGGYA6Q05V9
3GN21QM2W4NO6AWGJP54PS6XE6IY8A,2019-07-25 07:15:07 -0700,2019-07-25 14:37:35 -0700,FeePayment,,Mechanical Turk,-0.300,36QZ6V1589XTSAZXOW9GOLAVM7KSUY,3W92K5RLWV1VL7OG7TBEGGYA6Q05V9
3MN6FH67ZNHWWFAZ4UHWFJ6I4UCPC2,2019-07-25 07:15:08 -0700,2019-07-25 13:19:21 -0700,AssignmentPayment,,A36ESW7AECVHK3,-1.500,3CMIQF80GNAWDJUJ0AM8DFHE1XHQ65,3Z4AIRP3C7XO1ESS6LAK1BIEANPX1C
3ND1V6G3871J1687NIG5WJ8F70GKX7,2019-07-25 07:15:08 -0700,2019-07-25 14:37:35 -0700,FeePayment,,Mechanical Turk,-0.300,3CMIQF80GNAWDJUJ0AM8DFHE1XHQ65,3Z4AIRP3C7XO1ESS6LAK1BIEANPX1C
3FHQY6NSYJ86O93OWH0KHJTWVSBM1E,2019-07-25 07:15:08 -0700,2019-07-25 11:52:03 -0700,AssignmentPayment,,A2RBVMD2HTBCZ9,-1.500,3CMIQF80GNAWDJUJ0AM8DFHE1XHQ65,3EG49X351VWJ80TPCRM1W79VIXF6XR
3M3V0HKAN9BH548V3QBZ8ACP8FTHMH,2019-07-25 07:15:08 -0700,2019-07-25 14:37:35 -0700,FeePayment,,Mechanical Turk,-0.300,3CMIQF80GNAWDJUJ0AM8DFHE1XHQ65,3EG49X351VWJ80TPCRM1W79VIXF6XR
3LQ7IH8GRQF2YCH3JLE35C8TTCPM36,2019-07-25 07:15:08 -0700,2019-07-25 13:50:32 -0700,AssignmentPayment,,AXKTYKCT9NGHS,-1.500,3CMIQF80GNAWDJUJ0AM8DFHE1XHQ65,37WLF8U1WQADO0UID87C6D1TMQJK63
310TKVG1T41557T7G6QC0E1U3F8HOW,2019-07-25 07:15:08 -0700,2019-07-25 14:37:35 -0700,FeePayment,,Mechanical Turk,-0.300,3CMIQF80GNAWDJUJ0AM8DFHE1XHQ65,37WLF8U1WQADO0UID87C6D1TMQJK63
3ACNKPQ08F7XF9FAE8BLZJAFRFNRSR,2019-07-25 07:15:08 -0700,2019-07-25 11:13:22 -0700,AssignmentPayment,,A1WUUMMSMWPWHA,-1.500,3CMIQF80GNAWDJUJ0AM8DFHE1XHQ65,3N2BF7Y2VREOBDE2U3BWIHINK6SMH3
3E7458IUFUI6B6OTTV79U4MRLDANDE,2019-07-25 07:15:08 -0700,2019-07-25 14:37:35 -0700,FeePayment,,Mechanical Turk,-0.300,3CMIQF80GNAWDJUJ0AM8DFHE1XHQ65,3N2BF7Y2VREOBDE2U3BWIHINK6SMH3
39YA3K8MPW4P77CFEQXBQATZHTHV01,2019-07-25 07:15:08 -0700,2019-07-25 11:43:42 -0700,AssignmentPayment,,A1SDMC8XFKJTEN,-1.500,3CMIQF80GNAWDJUJ0AM8DFHE1XHQ65,3JRJSWSMQI5B5HFQYKYB1FC4RY13E3
3MMJJCZDV86ACFPDM4XEHBP1ZXZQLK,2019-07-25 07:15:08 -0700,2019-07-25 14:37:35 -0700,FeePayment,,Mechanical Turk,-0.300,3CMIQF80GNAWDJUJ0AM8DFHE1XHQ65,3JRJSWSMQI5B5HFQYKYB1FC4RY13E3
3QWX7X9O11X52RMER8JAIYZXTBUYE0,2019-07-25 07:15:08 -0700,2019-07-25 12:27:10 -0700,AssignmentPayment,,A1SQG9MJDO7OPM,-1.500,3CMIQF80GNAWDJUJ0AM8DFHE1XHQ65,3HMVI3QICKCD1JI2BHWMKPPNBQLY1E
3YHFANQOYCY79KY9I9IIUVBMYD7TZL,2019-07-25 07:15:08 -0700,2019-07-25 14:37:35 -0700,FeePayment,,Mechanical Turk,-0.300,3CMIQF80GNAWDJUJ0AM8DFHE1XHQ65,3HMVI3QICKCD1JI2BHWMKPPNBQLY1E
34BKBBSCUGU3M5I5X39YI1K96R9YGH,2019-07-25 07:15:08 -0700,2019-07-25 11:51:08 -0700,AssignmentPayment,,AZOV5QBQK3B8L,-1.500,3CMIQF80GNAWDJUJ0AM8DFHE1XHQ65,3MHW492WW1XTTE9MZSS0XI9WSM7VM8
3XXOIYEYC92PE1SQA3Z07XDC4C1U1O,2019-07-25 07:15:08 -0700,2019-07-25 14:37:35 -0700,FeePayment,,Mechanical Turk,-0.300,3CMIQF80GNAWDJUJ0AM8DFHE1XHQ65,3MHW492WW1XTTE9MZSS0XI9WSM7VM8
31IIADQ3TRKDUM7E3D6LEKS3CC8RU7,2019-07-25 07:15:09 -0700,2019-07-25 13:10:47 -0700,AssignmentPayment,,A2ZFU8SZW3KF0M,-1.500,3CMIQF80GNAWDJUJ0AM8DFHE1XHQ65,337RC3OW06M9NWR1ZGRLX5U7SK2LVN
3HLJSCWD3NX39Q2PK12ZI4PCXQQNFP,2019-07-25 07:15:09 -0700,2019-07-25 14:37:35 -0700,FeePayment,,Mechanical Turk,-0.300,3CMIQF80GNAWDJUJ0AM8DFHE1XHQ65,337RC3OW06M9NWR1ZGRLX5U7SK2LVN
3D5N8T6GIE6KSQDXB22SPQMFEQX1IX,2019-07-26 10:59:47 -0700,2019-07-26 12:32:21 -0700,AssignmentPayment,,APDDA1Y59RHV9,-1.500,337F8MIIMZXUA3L60OZE1B6IS5N04C,3NVC2EB65RJ9BMWHYLA58I4KAJ43YZ
34EBNCWZXW1D58002CO6FXRDWK0X3R,2019-07-26 10:59:47 -0700,2019-07-26 13:35:15 -0700,FeePayment,,Mechanical Turk,-0.300,337F8MIIMZXUA3L60OZE1B6IS5N04C,3NVC2EB65RJ9BMWHYLA58I4KAJ43YZ
3IGQ8PP752U4AQVI01CRBIBDDYXA5K,2019-07-26 10:59:47 -0700,2019-07-26 13:13:40 -0700,AssignmentPayment,,A3PFB892WE3BV5,-1.500,337F8MIIMZXUA3L60OZE1B6IS5N04C,336KAV9KYRCKQ40YULW0P8ZS45MY21
3FOURE22RXLWAQMSUHH70MT4DD55QT,2019-07-26 10:59:47 -0700,2019-07-26 13:35:15 -0700,FeePayment,,Mechanical Turk,-0.300,337F8MIIMZXUA3L60OZE1B6IS5N04C,336KAV9KYRCKQ40YULW0P8ZS45MY21
3JZKYPYQCTWUHE25UBFZNAB9ZXARMY,2019-07-26 10:59:48 -0700,2019-07-26 14:28:52 -0700,AssignmentPayment,,A2RH621WK2VZJ0,-1.500,3VMHWJRYHV0C59O6NHK41TQKR2GXFR,3U5NZHP4LSMUWGBFMJ3OZLCIPJ1PHG
3NXYAU780STQUXNJ2I4NUCCVZ8CN72,2019-07-26 10:59:48 -0700,2019-07-26 13:35:15 -0700,FeePayment,,Mechanical Turk,-0.300,3VMHWJRYHV0C59O6NHK41TQKR2GXFR,3U5NZHP4LSMUWGBFMJ3OZLCIPJ1PHG
38TUNLZ38DBQNG96CSLLALV4EBJTVU,2019-07-26 10:59:48 -0700,2019-07-26 12:31:29 -0700,AssignmentPayment,,AZNFEOC5WRHZP,-1.500,3VMHWJRYHV0C59O6NHK41TQKR2GXFR,3DEL4X4EL75LRK3VIAHTFYTOHEAXYY
3A276MS28ID9QBAXB0L94EUJYQWPG3,2019-07-26 10:59:48 -0700,2019-07-26 13:35:15 -0700,FeePayment,,Mechanical Turk,-0.300,3VMHWJRYHV0C59O6NHK41TQKR2GXFR,3DEL4X4EL75LRK3VIAHTFYTOHEAXYY
3BAZW0UGOH4MRNJ0H8YFMGL0F6SYUZ,2019-07-26 10:59:48 -0700,2019-07-26 11:23:46 -0700,AssignmentPayment,,A1KLM658JA6W3V,-1.500,3VMHWJRYHV0C59O6NHK41TQKR2GXFR,32XVDSJFP0HKWNBKBI8PVDCLVW4M2X
3PZPYMOUPA1G4GMYH2ELWZH65SOUF5,2019-07-26 10:59:48 -0700,2019-07-26 13:35:15 -0700,FeePayment,,Mechanical Turk,-0.300,3VMHWJRYHV0C59O6NHK41TQKR2GXFR,32XVDSJFP0HKWNBKBI8PVDCLVW4M2X
31V2NJMXNJFQE3DC3WF8RQZ5Z894S5,2019-07-26 10:59:48 -0700,2019-07-26 12:52:09 -0700,AssignmentPayment,,A3AGU4FBSDDVYS,-1.500,3VMHWJRYHV0C59O6NHK41TQKR2GXFR,3ND9UOO81LMM2LR6PQWHJ7DLZWLWLV
3SF6LZ19IOE3QAWMSP5BJSQEDQ50DY,2019-07-26 10:59:48 -0700,2019-07-26 13:35:15 -0700,FeePayment,,Mechanical Turk,-0.300,3VMHWJRYHV0C59O6NHK41TQKR2GXFR,3ND9UOO81LMM2LR6PQWHJ7DLZWLWLV
3S1XD7M08VS6TG5GS1A86RHTK5U4UL,2019-07-26 10:59:48 -0700,2019-07-26 12:33:26 -0700,AssignmentPayment,,A2U66Y6NEEHXET,-1.500,3VMHWJRYHV0C59O6NHK41TQKR2GXFR,31LM9EDVOMCQK1USU4TH79N22XWNJH
3VTL83FS6HT0OUAIJV017STZP3L0F9,2019-07-26 10:59:48 -0700,2019-07-26 13:35:15 -0700,FeePayment,,Mechanical Turk,-0.300,3VMHWJRYHV0C59O6NHK41TQKR2GXFR,31LM9EDVOMCQK1USU4TH79N22XWNJH
3H1YVIBM4TU58QU5BKDDYTF5XIT6TH,2019-07-26 10:59:48 -0700,2019-07-26 12:14:44 -0700,AssignmentPayment,,A57TOR5VOB0L1,-1.500,3VMHWJRYHV0C59O6NHK41TQKR2GXFR,374TNBHA8CF1IN2JWWM1LQXVKA8YQL
3Y3BLNC8B0VFEQD037K98Y1EA0Q2ED,2019-07-26 10:59:48 -0700,2019-07-26 13:35:15 -0700,FeePayment,,Mechanical Turk,-0.300,3VMHWJRYHV0C59O6NHK41TQKR2GXFR,374TNBHA8CF1IN2JWWM1LQXVKA8YQL
3T1E1WW3F58JXU91OURO92P944SA7Z,2019-07-26 10:59:48 -0700,2019-07-26 14:25:08 -0700,AssignmentPayment,,AQ7UJZCJY2XT4,-1.500,3VMHWJRYHV0C59O6NHK41TQKR2GXFR,3IUZPWIU1PRBIF9O4QKG4706AWGWKS
3TKLX9SQR068N615ML6CVM85V1Q5SI,2019-07-26 10:59:48 -0700,2019-07-26 13:35:15 -0700,FeePayment,,Mechanical Turk,-0.300,3VMHWJRYHV0C59O6NHK41TQKR2GXFR,3IUZPWIU1PRBIF9O4QKG4706AWGWKS
3YHUQ6BGOSOIR5E1C7M3Y6SPUMRTXX,2019-07-26 10:59:49 -0700,2019-07-26 13:21:59 -0700,AssignmentPayment,,AAGM1NIJCMFSS,-1.500,3VMHWJRYHV0C59O6NHK41TQKR2GXFR,3A1PQ49WVI1RFOSD1HSYYPUKM6I1HH
3X6LPALH5GXNM2GS1OLCPQ7ZD3OPIV,2019-07-26 10:59:49 -0700,2019-07-26 13:35:15 -0700,FeePayment,,Mechanical Turk,-0.300,3VMHWJRYHV0C59O6NHK41TQKR2GXFR,3A1PQ49WVI1RFOSD1HSYYPUKM6I1HH
3YKF2JRV1KS7W0EGDPAOVR802MPTZU,2019-07-26 10:59:49 -0700,2019-07-26 11:59:12 -0700,AssignmentPayment,,A1L6D082DPMF3N,-1.500,3EFNPKWBMS89S7220AUVR6ECE5R03R,3OVR4I9USQ3LKGOZ7PYU51TOPAOQ49
3BP9IPIFPUTESX6G1R6O26MC57DPK6,2019-07-26 10:59:49 -0700,2019-07-26 13:35:15 -0700,FeePayment,,Mechanical Turk,-0.300,3EFNPKWBMS89S7220AUVR6ECE5R03R,3OVR4I9USQ3LKGOZ7PYU51TOPAOQ49
3YU2T620L5RIFXD07XQWX523I51WVN,2019-07-26 10:59:49 -0700,2019-07-26 13:49:41 -0700,AssignmentPayment,,A3D280LV3CY56C,-1.500,3VMHWJRYHV0C59O6NHK41TQKR2GXFR,3UNH76FOCTPAX84R43FK4HDQAB4MYJ
3UCY8CTAE3G633QP3HP3ZJZULA3SGM,2019-07-26 10:59:49 -0700,2019-07-26 13:35:15 -0700,FeePayment,,Mechanical Turk,-0.300,3VMHWJRYHV0C59O6NHK41TQKR2GXFR,3UNH76FOCTPAX84R43FK4HDQAB4MYJ
3ROB183E2S2BYL3LB5N4261S6UM1K8,2019-07-26 10:59:49 -0700,2019-07-26 14:31:18 -0700,AssignmentPayment,,A2QYLT4M50CD3E,-1.500,3EFNPKWBMS89S7220AUVR6ECE5R03R,36DSNE9QZ6I82MU4VJTUMYN7S67OJ1
3LYM80P64SBGJNN4GVCZUUPXAGRX5H,2019-07-26 10:59:49 -0700,2019-07-26 13:35:15 -0700,FeePayment,,Mechanical Turk,-0.300,3EFNPKWBMS89S7220AUVR6ECE5R03R,36DSNE9QZ6I82MU4VJTUMYN7S67OJ1
3NRLDA7CLB7JLKULN1P9OF2Q5L54WK,2019-07-26 10:59:49 -0700,2019-07-26 12:33:08 -0700,AssignmentPayment,,A1R8A8BK2VN7RH,-1.500,3EFNPKWBMS89S7220AUVR6ECE5R03R,3907X2AHF1PQHQ8X3Y0HCH6G0042PW
3AGPMM3LLERK2Q1OELO1AD5C5IY0H7,2019-07-26 10:59:49 -0700,2019-07-26 13:35:15 -0700,FeePayment,,Mechanical Turk,-0.300,3EFNPKWBMS89S7220AUVR6ECE5R03R,3907X2AHF1PQHQ8X3Y0HCH6G0042PW
3X0OAUF5FHWP1H8X5JR68TAQ8LJU1X,2019-07-26 10:59:50 -0700,2019-07-26 12:12:43 -0700,AssignmentPayment,,A3C2BBS78HKHUM,-1.500,3EFNPKWBMS89S7220AUVR6ECE5R03R,3FPRZHYEPZRS7S1CTANL1J0QS20V3G
3ZIOFN2TLLZ9IL6JM3J4HJEGUC8PMB,2019-07-26 10:59:50 -0700,2019-07-26 13:35:15 -0700,FeePayment,,Mechanical Turk,-0.300,3EFNPKWBMS89S7220AUVR6ECE5R03R,3FPRZHYEPZRS7S1CTANL1J0QS20V3G
3395U50T8O3LBKMCSN5PWMPN65XU3P,2019-07-26 10:59:50 -0700,2019-07-26 12:15:38 -0700,AssignmentPayment,,ARBGKTKGCERUB,-1.500,3EFNPKWBMS89S7220AUVR6ECE5R03R,3Z7ISHFUH1FVH9CS6O7KD6LXW1ZZ8H
3EFMZ1YKRGPXIORVZJYH9N3LPCNPOQ,2019-07-26 10:59:50 -0700,2019-07-26 13:35:15 -0700,FeePayment,,Mechanical Turk,-0.300,3EFNPKWBMS89S7220AUVR6ECE5R03R,3Z7ISHFUH1FVH9CS6O7KD6LXW1ZZ8H
3OI2WRED1K4AJMIV7CRELQZOYG9WXQ,2019-07-26 10:59:50 -0700,2019-07-26 14:18:57 -0700,AssignmentPayment,,A3IKXWJKHW1XWC,-1.500,3EFNPKWBMS89S7220AUVR6ECE5R03R,3SLE99ER0OXEJ7AZ90RU48BY46RZBL
3HGCR0MPB10KZUWKT5P6KVCA0NVSIE,2019-07-26 10:59:50 -0700,2019-07-26 13:35:15 -0700,FeePayment,,Mechanical Turk,-0.300,3EFNPKWBMS89S7220AUVR6ECE5R03R,3SLE99ER0OXEJ7AZ90RU48BY46RZBL
3FHQY6NSYJ86O93OWH0KHJTWVZH1MD,2019-07-26 10:59:50 -0700,2019-07-26 12:29:13 -0700,AssignmentPayment,,A11IXZARH0Q62S,-1.500,3EFNPKWBMS89S7220AUVR6ECE5R03R,3FE2ERCCZYS4OXX2QWYEJU9J16FPO6
3WJA17W2EVPV6R1N4ORWSE3T1MMX7W,2019-07-26 10:59:50 -0700,2019-07-26 13:35:15 -0700,FeePayment,,Mechanical Turk,-0.300,3EFNPKWBMS89S7220AUVR6ECE5R03R,3FE2ERCCZYS4OXX2QWYEJU9J16FPO6
3OLN84USEC8ZOHIA8UFZIBFZ6G7WZN,2019-07-26 10:59:51 -0700,2019-07-26 11:27:21 -0700,AssignmentPayment,,A1PHDT66U6IK4Q,-1.500,3EFNPKWBMS89S7220AUVR6ECE5R03R,3W92K5RLWV1VL7OG7TBEGGYA6175V2
3VZ0KFJNVFWB5PM8T8AIXBRNSRKSKP,2019-07-26 10:59:51 -0700,2019-07-26 13:35:15 -0700,FeePayment,,Mechanical Turk,-0.300,3EFNPKWBMS89S7220AUVR6ECE5R03R,3W92K5RLWV1VL7OG7TBEGGYA6175V2
3BROYMKS0OZNAPPL227X9CN6GT54YJ,2019-07-26 10:59:51 -0700,2019-07-26 12:07:26 -0700,AssignmentPayment,,A11YS0T8MV3Q7C,-1.500,3EFNPKWBMS89S7220AUVR6ECE5R03R,3PWWM24LHTI5BY9GHHY6QVBQBT628K
